area,centroid-0,centroid-1,centroid-2,axis_major_length,axis_minor_length
170066,126.80561664295038,36.00486281796479,28.29302153281667,86.87727076503438,56.33936166673078
203666,62.19013482859191,23.081206485127613,18.89093417654395,142.01553133176074,49.46327878024674
204243,48.89537462728221,39.38008646563163,42.49903791072399,132.05575200198143,46.531166270511314
